actor,id,mesh,x_cm,y_cm,z_cm,qx,qy,qz,qw,sx,sy,sz
MoonRock_041197,41197,1,-3415.939242997,44712.194966887,-787.713062513,-0.048363839,-0.015938688,-0.489162397,0.870704914,0.440942580,0.441777345,0.445744704
MoonRock_041198,41198,1,-6171.932895340,44518.835591887,-603.093635786,-0.008641187,0.043545446,-0.060854830,0.997158871,0.388135820,0.388846800,0.391880771
MoonRock_041199,41199,1,-6123.727328934,44084.362935637,-594.864761579,-0.036318174,0.044854248,-0.766452875,0.639702335,0.310022030,0.309753557,0.312868373
MoonRock_041200,41200,1,-6101.876742997,44343.151998137,-604.405128706,0.044957212,0.018420827,0.989585114,0.135502116,0.162591949,0.162795018,0.164199422
MoonRock_041201,41201,1,-6066.830356278,44189.318990324,-602.392303694,-0.034947677,0.041645564,-0.749256687,0.660044486,0.432585905,0.432339993,0.436422091
MoonRock_041202,41202,1,-5997.543246903,44124.670552824,-604.912817228,-0.013780451,0.047387228,0.428617246,0.902137354,0.086487762,0.086601642,0.087433070
MoonRock_041203,41203,1,-5975.363071122,44410.022115324,-615.606128919,-0.004723415,0.048643500,0.312302614,0.948724710,0.454298811,0.455104160,0.459253884
MoonRock_041204,41204,1,-5884.847934403,44481.750630949,-624.131595838,-0.027339884,0.046797438,-0.623453712,0.779979487,0.211940852,0.211453772,0.213800297
MoonRock_041205,41205,1,-5794.418246903,44562.292623137,-632.412826765,-0.013415945,0.048472977,-0.583143171,0.810810968,0.498833297,0.498090560,0.503306157
MoonRock_041206,41206,1,-5716.659457840,44091.833638762,-623.239671934,-0.037633692,-0.020699412,-0.980676996,0.190860863,0.078443804,0.078616563,0.079166289
MoonRock_041207,41207,1,-5689.926059403,44586.193990324,-640.134107817,0.008493000,0.050394291,0.436759357,0.898125575,0.354460360,0.354134989,0.358170532
MoonRock_041208,41208,1,-5683.077914872,44197.351216887,-629.416239012,0.040932059,0.023503484,0.998487171,0.028204986,0.149333900,0.149389074,0.150763778
MoonRock_041209,41209,1,-5641.793735184,44509.655904387,-643.087494123,-0.010134421,0.047921285,0.290938495,0.955487120,0.143816071,0.144128671,0.145401545
MoonRock_041210,41210,1,-5477.230746903,44451.526021574,-653.395902860,-0.013277301,0.047015870,0.190258604,0.980517662,0.417403282,0.418354338,0.422067841
MoonRock_041211,41211,1,-5422.018344559,44497.717427824,-658.904850233,-0.046472774,-0.010498985,-0.876955652,0.478203762,0.153509917,0.153703303,0.155069436
MoonRock_041212,41212,1,-5358.676059403,44658.972310637,-666.291057813,-0.012717845,0.047279943,-0.213485464,0.975718617,0.058205832,0.058278066,0.058844681
MoonRock_041213,41213,1,-4779.611117997,44787.610005949,-711.440956343,0.035855076,0.051369393,0.714117474,0.697217206,0.466997919,0.465870966,0.472508026
MoonRock_041214,41214,1,-4247.335727372,44837.146138762,-755.127632368,-0.033577798,0.078160975,0.807586793,0.583581156,0.102555302,0.102224445,0.104323820
MoonRock_041215,41215,1,-3737.130649247,45271.692037199,-807.356559980,-0.045374500,0.024494514,-0.666746210,0.743498934,0.135103872,0.135073756,0.136330658
MoonRock_041216,41216,1,-3254.183871903,45278.723287199,-830.036556471,-0.023910590,-0.039211222,-0.887340202,0.458822546,0.444097392,0.444790553,0.448507321
MoonRock_041217,41217,1,-3673.470981278,45353.235005949,-815.306007612,-0.035236216,-0.032730374,-0.995952160,0.075936997,0.385222541,0.385544468,0.388864564
MoonRock_041218,41218,1,-3557.821567215,45405.236959074,-823.542511213,-0.030778179,0.037940451,0.570883499,0.819576267,0.433359243,0.434156252,0.437662874
MoonRock_041219,41219,1,-3193.051059403,45411.047505949,-841.946708906,-0.049367392,0.023244589,0.524300018,0.849783526,0.316022588,0.316652041,0.319965184
MoonRock_041220,41220,1,-3174.801547684,45500.793599699,-847.613060224,0.016816533,0.042286911,0.945547037,0.322288415,0.161094825,0.160829327,0.162294250
MoonRock_041221,41221,1,-3469.283969559,45510.681295012,-833.399975050,-0.031354616,0.042307474,0.725314669,0.686400464,0.428546291,0.428464132,0.432377093
MoonRock_041222,41222,1,-3602.157504715,45517.517232512,-828.433239210,-0.035916576,0.029019535,-0.041168722,0.998084667,0.097714582,0.097654325,0.098607862
MoonRock_041223,41223,1,-3234.823520340,45530.944966887,-845.845234144,-0.051533217,0.030599214,-0.843185896,0.534271055,0.409162926,0.409771077,0.412742207
MoonRock_041224,41224,1,-3471.041782059,45605.163716887,-838.586818922,0.023266101,0.037215837,0.963345884,0.264647647,0.226115257,0.225746150,0.227769757
MoonRock_041225,41225,1,-3314.523227372,45642.443990324,-847.468864668,0.026122654,0.037054921,0.925963413,0.374881711,0.219360034,0.218892339,0.220943407
MoonRock_041226,41226,1,-3261.032016434,45764.001607512,-856.533348310,-0.037674987,0.049923404,0.862161384,0.502758389,0.237103746,0.236729203,0.238929767
MoonRock_041227,41227,1,-3183.724887528,45949.426412199,-870.019066084,-0.035428851,0.025195744,-0.138814755,0.989363651,0.105972728,0.105841819,0.106798292
MoonRock_041228,41228,1,-3217.941196122,45962.927388762,-869.414531935,-0.029080599,0.035297674,0.526751318,0.848788220,0.294891626,0.295442376,0.297475800
MoonRock_041229,41229,1,1040.811245285,44780.139302824,-1034.680950392,0.042996974,-0.000370081,0.957449062,0.285381178,0.373564899,0.373912531,0.376496416
MoonRock_041230,41230,1,1470.413296066,44695.080709074,-1055.963146437,-0.014885248,0.028765743,-0.626917244,0.778412314,0.286090559,0.285910461,0.287139916
MoonRock_041231,41231,1,1634.097378097,44769.079732512,-1064.105713117,-0.010798429,0.024376378,-0.196874701,0.980066089,0.277969573,0.278117829,0.278831602
MoonRock_041232,41232,1,1656.741421066,44404.333638762,-1059.948742140,-0.010466969,0.024115854,-0.337159730,0.941080328,0.196246924,0.196183983,0.196710082
MoonRock_041233,41233,1,1747.903530441,44736.462545012,-1067.655384291,-0.006477621,0.025279297,-0.512555188,0.858257640,0.287260113,0.287353576,0.287999330
MoonRock_041234,41234,1,1833.731167160,44941.198873137,-1071.348297346,0.004309295,0.021327494,-0.102840299,0.994459874,0.134577246,0.134682612,0.134969314
MoonRock_041235,41235,1,2068.203823410,44796.325826262,-1077.486717451,0.003467900,0.026395839,-0.410654482,0.911402288,0.065774452,0.065785886,0.065957835
MoonRock_041236,41236,1,2140.921108566,44557.312154387,-1082.921325910,-0.007996351,0.031914658,-0.813851656,0.580140496,0.371532831,0.371402012,0.372550365
MoonRock_041237,41237,1,2740.445034347,44816.223287199,-1110.461532820,-0.002634338,0.008685328,-0.802778545,0.596208213,0.263869258,0.263872574,0.263983396
MoonRock_041238,41238,1,3175.747768722,44781.970357512,-1114.934265364,-0.000163958,-0.000161686,-0.928089435,0.372357285,0.074474033,0.074474031,0.074401873
MoonRock_041239,41239,1,5447.940151535,45772.937154387,-1154.745113600,-0.014866334,0.027425290,0.215893459,0.975918470,0.462060658,0.462521259,0.464185010
MoonRock_041240,41240,1,5660.208217941,46299.987935637,-1189.459907759,-0.040635838,-0.015148993,-0.810109604,0.584672272,0.084360059,0.084378690,0.084713049
MoonRock_041241,41241,1,5680.142299972,46081.628560637,-1177.040874708,-0.013477857,-0.042055057,-0.974536602,0.219836599,0.277548216,0.277356632,0.279593206
MoonRock_041242,41242,1,5694.033901535,46756.628560637,-1216.434204328,-0.006242914,-0.042425707,-0.979647823,0.196089847,0.055057792,0.054993833,0.055476073
MoonRock_041243,41243,1,5830.081264816,45599.499654387,-1153.396999586,-0.013919505,-0.015916669,-0.967771842,0.250939373,0.100202018,0.100222836,0.100444047
MoonRock_041244,41244,1,-4940.292270340,44761.755513762,-698.770057905,0.061740134,-0.012331642,0.879042911,0.472567083,0.150386101,0.150542923,0.152832648
MoonRock_041245,41245,1,-5455.709750809,44764.123677824,-658.292305219,-0.049738726,0.009309631,-0.954740724,0.293103293,0.496015751,0.496383366,0.501464090
MoonRock_041246,41246,1,-5471.407992997,44873.596334074,-656.941902387,-0.039482372,0.016672819,-0.978243840,0.202983125,0.396144489,0.396225830,0.399690566
MoonRock_041247,41247,1,-5763.961703934,44933.142232512,-633.922016371,0.022948650,0.059773988,-0.653249775,0.754430355,0.462792541,0.462864974,0.469460811
MoonRock_041248,41248,1,-5688.449008622,44967.102193449,-639.236986387,-0.001868530,0.049290688,-0.367577639,0.928683808,0.107710330,0.107741205,0.108825748
MoonRock_041249,41249,1,-6101.949985184,45050.036763762,-606.650411833,0.169204027,-0.088988844,-0.850142370,0.490620968,0.476553391,0.485191363,0.526170034
MoonRock_041250,41250,1,-5890.841586747,46169.201802824,-715.899431455,0.041836795,0.035537768,0.988864315,0.138326124,0.332991448,0.332731094,0.337678070
MoonRock_041251,41251,1,-5419.369418778,46451.526021574,-754.178631056,-0.033439759,-0.016870716,-0.996689661,0.072158716,0.459001909,0.459656246,0.461802490
MoonRock_041252,41252,1,-4841.854770340,46477.673482512,-784.555160749,0.049416737,0.036061147,0.994797701,0.081456203,0.237382128,0.237426309,0.241167514
MoonRock_041253,41253,1,-5631.564242997,46496.887349699,-742.032825697,0.039623807,0.003844128,0.984385989,0.171462538,0.462777996,0.463172228,0.465893002
MoonRock_041254,41254,1,-5024.899203934,46501.379537199,-776.376259077,-0.033113416,-0.008135742,-0.996823234,0.071977438,0.146973761,0.147054529,0.147727305
MoonRock_041255,41255,1,-5304.025180497,46504.943990324,-761.091196287,0.008690749,0.040336260,0.715581347,0.697309682,0.079184857,0.079094270,0.079544767
MoonRock_041256,41256,1,-5567.819125809,46542.077779387,-745.967781294,0.004050565,0.038788550,0.549514686,0.834573335,0.117284301,0.117234602,0.117921209
MoonRock_041257,41257,1,-4857.955844559,46550.573873137,-785.578453291,-0.033579892,-0.007899351,-0.962616001,0.268664150,0.315289734,0.315663065,0.317062460
MoonRock_041258,41258,1,-5462.008578934,46665.368795012,-751.949512708,0.003157250,0.038634148,-0.020986940,0.999028019,0.064418490,0.064510183,0.064829006
MoonRock_041259,41259,1,-1407.199008622,45834.411763762,-948.920166242,-0.004594094,-0.041627843,-0.914482534,0.402452125,0.297939359,0.297969782,0.300124984
MoonRock_041260,41260,1,-1379.000766434,46926.818990324,-1000.952255476,-0.009910672,0.052888466,0.840164119,0.539656226,0.285567186,0.284942832,0.287207623
MoonRock_041261,41261,1,-1301.266391434,46380.163716887,-985.921680677,-0.025378004,0.041757481,0.765110099,0.642042682,0.073948692,0.073935811,0.074457894
MoonRock_041262,41262,1,-1273.702914872,46639.831685637,-998.915111769,-0.012324582,0.050032603,0.840641352,0.539135382,0.156022986,0.155796665,0.157032314
MoonRock_041263,41263,1,-1254.330356278,46965.051412199,-1008.706772077,0.032359051,0.020548698,0.927272553,0.372419461,0.189817825,0.189625641,0.190931849
MoonRock_041264,41264,1,-1167.306430497,46658.947896574,-1004.453193891,-0.025511985,0.034297274,0.759502378,0.649098585,0.109980747,0.109956803,0.110497069
MoonRock_041265,41265,1,-1145.565707840,44904.406880949,-875.496303785,-0.001631359,0.044064696,0.998960208,0.011582032,0.492236588,0.491326359,0.495647579
MoonRock_041266,41266,1,-1139.669711747,46821.643209074,-1012.001335371,-0.039011001,-0.013211717,-0.909478882,0.413704914,0.447854314,0.448511326,0.451153524
MoonRock_041267,41267,1,-1136.825473465,44651.550435637,-854.610168684,-0.050320803,0.007912495,0.638420567,0.768000253,0.369457162,0.370143766,0.373118642
MoonRock_041268,41268,1,-1108.688266434,44810.193013762,-867.718994367,0.040599578,-0.070009077,-0.989154531,0.122571275,0.360667188,0.358796469,0.370427333
MoonRock_041269,41269,1,-1103.671176590,46319.568013762,-982.649528730,-0.044866768,0.013914123,0.735292093,0.676120484,0.182004060,0.182275937,0.183220114
MoonRock_041270,41270,1,-1082.345492997,45075.329732512,-889.777576673,-0.054742173,-0.018958794,-0.467648760,0.882013886,0.171067272,0.171427178,0.173606819
MoonRock_041271,41271,1,-1031.796176590,45180.847310637,-898.020851362,-0.046050725,0.002356413,-0.000777106,0.998936021,0.338379959,0.337634272,0.341106699
MoonRock_041272,41272,1,-879.354770340,46932.873677824,-1029.224598158,-0.024798829,0.038574951,-0.756716341,0.652132939,0.396313477,0.396014797,0.398900208
MoonRock_041273,41273,1,-493.026645340,46797.302388762,-1050.276958692,-0.007926155,0.035593382,-0.076699083,0.996387243,0.403850972,0.404143578,0.406321130
MoonRock_041274,41274,1,222.219936691,46959.582662199,-1089.606392134,-0.020925239,0.027609188,-0.426758009,0.903702091,0.062308778,0.062262722,0.062581180
MoonRock_041275,41275,1,-3104.293735184,46173.083638762,-885.762989271,-0.032587846,0.044836805,0.810056768,0.583725728,0.411059014,0.410858597,0.414034449
MoonRock_041276,41276,1,-3073.190219559,46208.874654387,-888.667785871,-0.038146121,-0.013131122,-0.977329187,0.207846355,0.058920841,0.058998659,0.059415784
MoonRock_041277,41277,1,-2980.111606278,46317.761373137,-897.812950361,0.022912329,0.035671365,0.866332312,0.497665454,0.211037187,0.210703380,0.212439878
MoonRock_041278,41278,1,-2976.595981278,46024.328755949,-883.266365278,-0.026720870,0.033707780,0.282790788,0.958216651,0.358809362,0.359426235,0.361962548
MoonRock_041279,41279,1,-2966.488559403,46114.392232512,-888.207733381,0.023853790,0.038127577,0.866193691,0.497680393,0.083650598,0.083561619,0.084275923
MoonRock_041280,41280,1,-2856.405551590,46363.537740324,-905.340111006,-0.036313810,0.024605826,-0.624432679,0.779845939,0.302066671,0.301783544,0.303949757
MoonRock_041281,41281,1,-2773.605258622,46203.552388762,-901.755153883,-0.038586912,0.024259358,-0.659140462,0.750637320,0.360392542,0.360104477,0.362889558
MoonRock_041282,41282,1,-2764.596469559,46038.903951262,-894.892799604,-0.026798121,0.051895898,0.842624392,0.535324958,0.421357763,0.420762692,0.424124868
MoonRock_041283,41283,1,-2743.600375809,46482.238912199,-915.770160902,0.028464635,0.028637091,0.988578169,0.145199470,0.283342184,0.283251489,0.285318391
MoonRock_041284,41284,1,-2739.962680497,46675.671529387,-924.028980482,-0.007034753,0.040428924,0.634564992,0.771779299,0.133949419,0.133889776,0.134724681
MoonRock_041285,41285,1,-2684.164340653,46211.999654387,-906.790268171,0.028437812,0.035030450,0.865721362,0.498488398,0.493680067,0.492892316,0.497305820
MoonRock_041286,41286,1,-2616.439731278,46958.337545012,-936.198150862,-0.012672632,0.065817220,-0.784405128,0.616616650,0.244223478,0.243510183,0.247035626
MoonRock_041287,41287,1,-2562.618930497,46661.291646574,-931.965553510,-0.020535836,0.030386216,-0.039870739,0.998531563,0.252105981,0.252289016,0.253697078
MoonRock_041288,41288,1,-2542.282016434,46869.885396574,-938.892662275,-0.010410856,0.036533955,0.224447818,0.973745378,0.408175917,0.408757113,0.411179692
MoonRock_041289,41289,1,-2488.387973465,46480.798482512,-928.140079725,-0.035371300,0.026997941,-0.622497971,0.781355398,0.309157939,0.308893116,0.311164726
MoonRock_041290,41290,1,-2456.027133622,46533.044576262,-932.021343458,-0.020194037,0.043172985,0.729485696,0.682333433,0.149586458,0.149470911,0.150537568
MoonRock_041291,41291,1,-2440.609653153,46678.112935637,-938.879501570,-0.032566234,-0.022799553,-0.995206716,0.089348829,0.379843358,0.380328435,0.382476275
MoonRock_041292,41292,1,-2388.998325028,46815.002584074,-946.279632795,0.034026225,0.015188726,0.879291953,0.474823315,0.250506505,0.250345929,0.251864239
MoonRock_041293,41293,1,-2325.814731278,46384.192037199,-932.550346601,-0.042289441,0.035358141,-0.863475358,0.501369834,0.131210150,0.131341497,0.132109182
MoonRock_041294,41294,1,-2323.751742997,46205.969380949,-926.707660902,-0.031548088,0.028418265,-0.545273157,0.837182361,0.319466328,0.318969113,0.321421353
MoonRock_041295,41295,1,-2250.277621903,46528.845357512,-942.272197950,-0.038669327,0.028305947,-0.724614561,0.687486141,0.297289965,0.297091630,0.299398228
MoonRock_041296,41296,1,-2236.349399247,46430.383443449,-938.940441358,-0.033882174,-0.022898739,-0.990744033,0.129436882,0.277824359,0.278078639,0.279966687
MoonRock_041297,41297,1,-2221.676547684,46680.334615324,-950.065815199,-0.023542788,0.049938377,0.836776588,0.544753923,0.471419646,0.470845394,0.474502431
MoonRock_041298,41298,1,-1956.039340653,46748.034810637,-966.127311933,-0.036877274,0.027992420,-0.742105454,0.668682276,0.459794555,0.459887097,0.463006453
MoonRock_041299,41299,1,-1883.236606278,46800.134420012,-971.372234571,-0.020878411,0.041974168,0.748448976,0.661533364,0.188296883,0.188168341,0.189453884
MoonRock_041300,41300,1,-1780.111606278,46772.009420012,-975.553047407,-0.035882524,0.030217100,-0.783005804,0.620242922,0.172335848,0.172395487,0.173366582
MoonRock_041301,41301,1,-1773.153598465,46870.031880949,-979.299652326,-0.031022046,0.027377654,-0.634098845,0.772144256,0.107551564,0.107430951,0.108124208
MoonRock_041302,41302,1,-1661.434848465,46462.610005949,-972.305690992,-0.010498795,0.039855979,0.556928134,0.829537419,0.223248076,0.223282863,0.224705228
MoonRock_041303,41303,1,-1596.029575028,46970.495748137,-991.019165266,-0.025684174,0.026607709,-0.190849167,0.980922499,0.420909588,0.420735666,0.423331395
MoonRock_041304,41304,1,-1592.660434403,46485.315084074,-976.693069685,0.033528544,0.022572441,0.939479950,0.340211323,0.479904180,0.479441369,0.483102920
MoonRock_041305,41305,1,-1546.700961747,46476.281880949,-978.847515333,-0.024438284,0.027569211,-0.133494642,0.990364523,0.152960842,0.152916487,0.153770582
MoonRock_041306,41306,1,-4159.664828934,46544.812154387,-818.915378797,0.026726345,0.007839453,0.925008046,0.378925270,0.123711810,0.123719924,0.124060804
MoonRock_041307,41307,1,-4435.873325028,46548.303365324,-805.759250868,-0.005315315,0.028993391,0.120493400,0.992276409,0.093306404,0.093343412,0.093675903
MoonRock_041308,41308,1,-4669.601352372,46554.895162199,-794.890796888,-0.002678003,0.032774492,-0.473809569,0.880013155,0.136343998,0.136318056,0.136916871
MoonRock_041309,41309,1,-3987.423617997,46579.577779387,-825.658905256,-0.025335520,-0.001857908,-0.950595273,0.309391800,0.273328340,0.273418636,0.274309782
MoonRock_041310,41310,1,-4281.454379715,46586.926412199,-813.062011946,-0.005198925,0.043862020,0.848168670,0.527881617,0.455874385,0.455475830,0.457707697
MoonRock_041311,41311,1,-4618.673617997,46636.267232512,-796.873962629,-0.012383826,0.036807122,-0.700372791,0.712720022,0.161640954,0.161454024,0.162308972
MoonRock_041312,41312,1,-3907.980258622,46654.992818449,-828.713810194,-0.001296175,0.024442100,0.023191633,0.999431364,0.198370989,0.198455603,0.198974008
MoonRock_041313,41313,1,-4537.362582840,46723.474263762,-802.773582685,0.000320787,0.032344809,0.320588059,0.946666259,0.107517505,0.107609298,0.108038239
MoonRock_041314,41314,1,-4441.464145340,46789.465474699,-806.898605573,-0.013930254,0.031918666,-0.755381084,0.654359660,0.422263945,0.422140043,0.423902517
MoonRock_041315,41315,1,-4114.071567215,46823.474263762,-821.747505415,-0.026305992,0.001110006,-0.882396150,0.469769940,0.276807220,0.276679120,0.277260358
MoonRock_041316,41316,1,-4253.524692215,46870.398091887,-815.762340772,-0.012745854,0.031456969,-0.748013103,0.662815510,0.140801984,0.140717629,0.141197068
MoonRock_041317,41317,1,-4585.189731278,46899.182271574,-800.896751631,-0.030099848,-0.004597692,-0.960100692,0.277991946,0.198831311,0.198957865,0.199649762
MoonRock_041318,41318,1,-4769.467075028,46966.369771574,-793.411552656,-0.014136396,0.035952489,-0.668644644,0.742577888,0.138369584,0.138296397,0.139007279
MoonRock_041319,41319,1,-4404.782016434,46976.086568449,-810.646736372,-0.011677123,0.026875851,-0.431026887,0.901863158,0.219724847,0.219647733,0.220377517
MoonRock_041320,41320,1,-4273.580844559,46978.869771574,-816.264831770,-0.001311871,0.026421284,0.539876788,0.841328264,0.394155774,0.394051378,0.395031788
MoonRock_041321,41321,1,-5706.808383622,46683.435201262,-736.709034193,0.014068015,0.042805557,0.662054725,0.748099804,0.152916686,0.152750618,0.153838065
MoonRock_041322,41322,1,-5241.427524247,46685.827779387,-765.028965223,-0.007352385,0.036245993,-0.329267812,0.943511991,0.246454492,0.246484704,0.247877488
MoonRock_041323,41323,1,-4918.197543778,46703.625630949,-783.464061964,0.031312482,0.005041891,0.988058376,0.150780482,0.423989642,0.424288477,0.426002305
MoonRock_041324,41324,1,-5869.699008622,46730.798482512,-725.554430235,0.043346424,0.000843964,0.905913977,0.421236563,0.492915905,0.493140652,0.496619561
MoonRock_041325,41325,1,-5318.942172684,46743.786763762,-760.433113325,-0.007621961,0.040004544,-0.609148592,0.792009808,0.313606090,0.313296864,0.315443301
MoonRock_041326,41326,1,-6022.604282059,46790.539693449,-714.082491148,0.044085497,-0.003862852,0.980202541,0.192988411,0.284566865,0.285061320,0.287504359
MoonRock_041327,41327,1,-4920.516879715,46791.418599699,-783.632290113,0.003711641,0.038508231,0.594914364,0.802857546,0.452661823,0.452423675,0.455062658
MoonRock_041328,41328,1,-5831.283481278,46793.322896574,-727.568065870,-0.002342738,0.045151348,-0.473573481,0.879593102,0.339474393,0.339432969,0.342108697
MoonRock_041329,41329,1,-4786.105258622,46829.553365324,-791.369259107,-0.010405747,0.029344723,-0.290276376,0.956436215,0.064163486,0.064156099,0.064457416
MoonRock_041330,41330,1,-5403.951938309,46882.409810637,-754.332220304,0.012734475,0.050748744,0.802167949,0.594801630,0.071904690,0.071775054,0.072333052
MoonRock_041331,41331,1,-5557.284457840,46884.851216887,-744.701587904,0.018261334,0.050876440,0.846968849,0.528887399,0.321467837,0.321260932,0.323585921
MoonRock_041332,41332,1,-5638.534457840,46890.075826262,-739.570104826,0.040880325,-0.003759297,0.994413639,0.097242898,0.295156807,0.295727831,0.297721554
MoonRock_041333,41333,1,-6173.361117997,46904.577779387,-702.392542112,0.018233495,0.040932966,0.516463452,0.855135974,0.193658628,0.193351762,0.195009817
MoonRock_041334,41334,1,-4972.860629715,46939.441060637,-782.038700331,0.034386405,0.006282672,0.978358451,0.203943240,0.364493581,0.364721007,0.366757769
MoonRock_041335,41335,1,-5001.461703934,46975.329732512,-780.599796522,-0.002013739,0.038195374,-0.101506945,0.994099290,0.207499238,0.207750459,0.208954474
MoonRock_041336,41336,1,-5946.151645340,46984.021138762,-717.457020033,-0.048763135,0.013048879,-0.980939046,0.187644536,0.456743028,0.457357054,0.462237229
MoonRock_041337,41337,1,-713.400180497,46989.782857512,-1039.853012312,-0.001526187,0.049153302,0.818610769,0.572239490,0.125867466,0.125673524,0.126518545
MoonRock_041338,41338,1,247.598354660,47011.242818449,-1092.052185285,-0.028606524,0.010833305,-0.598062407,0.800865572,0.415691544,0.415587693,0.417192904
MoonRock_041339,41339,1,122.390835128,47143.957662199,-1089.674865949,-0.011847772,0.033792346,0.117275521,0.992453606,0.318176183,0.318582737,0.320203944
MoonRock_041340,41340,1,-453.011996903,47153.454732512,-1057.197010267,0.032055048,0.014931156,0.941507977,0.335130219,0.184655498,0.184490676,0.185583470
MoonRock_041341,41341,1,-656.344516434,47153.454732512,-1046.164333570,-0.034610320,-0.009187429,-0.988969129,0.143728144,0.258839295,0.259136335,0.260483993
MoonRock_041342,41342,1,-656.539828934,47271.692037199,-1048.518383253,0.031221596,0.017966596,0.929320570,0.367512846,0.432010809,0.431797440,0.434370564
MoonRock_041343,41343,1,-296.237094559,47306.433248137,-1069.108021009,-0.010336285,0.035949570,0.231050657,0.972222394,0.200006225,0.200273738,0.201363090
MoonRock_041344,41344,1,540.896694503,47326.233052824,-1115.861141432,-0.011244026,0.043318232,0.762009309,0.646017736,0.268432381,0.267981258,0.269672887
MoonRock_041345,41345,1,204.214565597,47393.469380949,-1098.617374647,-0.036699640,0.002202905,-0.903792141,0.426389551,0.413763223,0.413882052,0.416239432
MoonRock_041346,41346,1,-711.874301590,47396.936177824,-1048.557197798,-0.023323588,0.028622083,-0.306584792,0.951126990,0.053599347,0.053562230,0.053890082
MoonRock_041347,41347,1,-513.571078934,47436.145162199,-1059.435856092,0.032387023,0.014730549,0.998871845,0.031450413,0.382615549,0.382981604,0.385059986
MoonRock_041348,41348,1,237.503139816,47452.014302824,-1101.439392317,0.042601375,-0.004034732,0.990532562,0.130438062,0.165271900,0.165648661,0.166834433
MoonRock_041349,41349,1,-524.264438309,47455.676412199,-1059.362041700,-0.008406733,0.040408639,0.734601502,0.677242277,0.090620651,0.090577389,0.091074931
MoonRock_041350,41350,1,-73.300082840,47468.493795012,-1084.268963087,-0.021728171,0.036347968,-0.724402676,0.688075196,0.115290259,0.115211113,0.115936532
MoonRock_041351,41351,1,77.505581222,47471.814107512,-1092.510807264,-0.002256136,0.044349561,0.749841691,0.660125340,0.136616263,0.136537661,0.137425855
MoonRock_041352,41352,1,386.294643722,47475.720357512,-1110.160934675,0.002319610,0.037419661,-0.080727172,0.996030879,0.151207194,0.151382784,0.152214154
MoonRock_041353,41353,1,-4643.392856278,47016.174459074,-800.454342115,-0.003914384,0.030440756,0.299386924,0.953638038,0.250260059,0.250505548,0.251414415
MoonRock_041354,41354,1,-4152.963168778,47057.385396574,-821.101963270,-0.026288745,-0.005366181,-0.997795887,0.060691634,0.258674207,0.258869236,0.259499486
MoonRock_041355,41355,1,-5383.297641434,47103.723287199,-755.252659071,0.044071893,-0.008912830,0.990220761,0.132064656,0.075143195,0.075282892,0.075852009
MoonRock_041356,41356,1,-4395.016391434,47118.176412199,-812.793171156,0.026474576,0.008876942,0.946878681,0.320376434,0.233572923,0.233529010,0.234174056
MoonRock_041357,41357,1,-4751.486117997,47132.409810637,-795.493614424,0.005107539,0.043408874,0.776110658,0.629080145,0.424930426,0.424607781,0.427025909
MoonRock_041358,41358,1,-5546.884067215,47190.759420012,-742.747509229,-0.043390913,0.014453755,-0.921201542,0.386388454,0.197623299,0.197490867,0.199271019
MoonRock_041359,41359,1,-4968.759067215,47260.193013762,-784.077560652,0.043617535,0.001614497,0.927520989,0.371213845,0.152005207,0.152077150,0.153144470
MoonRock_041360,41360,1,-5641.061313309,47262.561177824,-735.128128279,0.032860956,0.038751256,0.447873804,0.892651978,0.449989048,0.448908979,0.453983149
MoonRock_041361,41361,1,-4128.463657059,47272.351216887,-825.020706404,0.001926870,0.026976765,0.543813758,0.838770015,0.371144619,0.371055407,0.372059862
MoonRock_041362,41362,1,-5848.092563309,47291.394185637,-719.665443647,-0.041070599,0.027387856,-0.909704346,0.412311913,0.423655741,0.422837614,0.427324333
MoonRock_041363,41363,1,-4745.065219559,47320.691060637,-797.513687361,-0.012485444,0.036941823,-0.725262637,0.687367095,0.376858602,0.376504120,0.378574126
MoonRock_041364,41364,1,-4392.343051590,47330.090474699,-814.180004347,-0.013153717,0.033389322,-0.802667315,0.595346381,0.313778068,0.313650131,0.314735046
MoonRock_041365,41365,1,-4364.938266434,47431.677388762,-815.847122419,-0.002945275,0.028728441,-0.303201997,0.952488609,0.434207100,0.434224124,0.435631686
MoonRock_041366,41366,1,-5865.292270340,47536.877584074,-707.918655622,0.047049781,0.035234611,0.610469805,0.789855339,0.451376050,0.450542239,0.456612030
MoonRock_041367,41367,1,-4356.393344559,47706.115865324,-814.154827345,-0.025495045,0.025435421,-0.869006142,0.493488974,0.242416523,0.242098427,0.243513920
MoonRock_041368,41368,1,-4433.383090653,47721.203755949,-809.754764784,0.037336381,0.027577195,-0.031846027,0.998414405,0.275267752,0.275109249,0.277714841
MoonRock_041369,41369,1,-2041.122348465,47013.733052824,-973.017608869,-0.012138152,0.048962768,0.363963418,0.930046205,0.444039467,0.444854017,0.449141521
MoonRock_041370,41370,1,-1538.815219559,47024.450826262,-995.501053083,-0.021432732,0.031281988,-0.180347805,0.982871683,0.244650935,0.244637032,0.246173336
MoonRock_041371,41371,1,-1969.906528153,47039.489888762,-977.412330854,-0.035795536,0.022701221,-0.662912508,0.747496048,0.085838853,0.085770409,0.086374785
